i_simul,gen,strategy,n_ind,fitness_relative
1,32,matching,19.0,24.3305824025351
1,32,switching,15.0,24.47983740175637
1,32,storage,66.0,27.59173929283232
1,33,matching,17.0,25.050454417346142
1,33,switching,10.0,25.12299203066798
1,33,storage,73.0,26.42910916085943
1,34,matching,15.0,24.742578052148623
1,34,switching,7.0,24.623371735311533
1,34,storage,78.0,28.382366919840642
1,35,matching,24.0,24.722200757791374
1,35,switching,7.0,24.52671375348977
1,35,storage,69.0,28.350827285318317
1,36,matching,20.0,24.47448806019711
1,36,switching,3.0,23.775435293831194
1,36,storage,77.0,28.134645555178526
1,37,matching,20.0,24.534601234534765
1,37,switching,2.0,23.680754247009734
1,37,storage,78.0,26.547574943433375
1,38,matching,22.0,25.513006242979223
1,38,switching,3.0,24.684860451315316
1,38,storage,75.0,30.46673027373555
1,39,matching,23.0,24.788685582353626
1,39,switching,3.0,24.549153986092875
1,39,storage,74.0,26.30784298660293
1,40,matching,18.0,24.77858956403374
1,40,switching,5.0,24.593718037366482
1,40,storage,77.0,27.50976277572676
1,41,matching,15.0,22.990902322827264
1,41,switching,6.0,22.27477313010797
1,41,storage,79.0,28.003358901191504
1,42,matching,12.0,24.51177747518506
1,42,switching,9.0,24.055900525883334
1,42,storage,79.0,28.013703029482073
1,43,matching,9.0,23.579341788849323
1,43,switching,11.0,23.337191786145823
1,43,storage,80.0,26.780455127738918
1,44,matching,8.0,24.88881846454851
1,44,switching,11.0,25.74047060316822
1,44,storage,81.0,28.481810776302204
1,45,matching,4.0,24.53438329716464
1,45,switching,11.0,25.178532869231148
1,45,storage,85.0,28.35347487611893
1,46,matching,6.0,24.307544288797118
1,46,switching,15.0,25.042073648208188
1,46,storage,79.0,27.754312421541144
1,47,matching,9.0,24.457616869921715
1,47,switching,15.0,24.005961545197934
1,47,storage,76.0,27.781463217679395
1,48,matching,9.0,23.698300857696168
1,48,switching,20.0,22.832295516723416
1,48,storage,71.0,27.21086075199974
1,49,matching,8.0,26.180517219261965
1,49,switching,18.0,26.160023925735103
1,49,storage,74.0,29.274560712233814
1,50,matching,11.0,24.34798022916782
1,50,switching,14.0,23.557460472258544
1,50,storage,75.0,26.969531872885774
1,51,matching,10.0,25.407950962661065
1,51,switching,9.0,24.00904425374771
1,51,storage,81.0,28.151416196340247
1,52,matching,8.0,24.208854025883802
1,52,switching,6.0,22.833757653969837
1,52,storage,86.0,28.932370322653103
1,53,matching,4.0,24.498368197943538
1,53,switching,9.0,24.401655304740178
1,53,storage,87.0,27.593937459047147
1,54,matching,4.0,24.75505903921203
1,54,switching,6.0,24.099856375895765
1,54,storage,90.0,27.84444516256209
1,55,matching,5.0,23.309608185449612
1,55,switching,6.0,22.431043455405725
1,55,storage,89.0,27.72616146478716
1,56,matching,1.0,23.672705956676552
1,56,switching,5.0,23.489422938558175
1,56,storage,94.0,28.44423083736539
1,57,matching,1.0,24.695248188396913
1,57,switching,2.0,24.781987839580346
1,57,storage,97.0,28.556015974619466
1,58,matching,2.0,25.23175902927689
1,58,switching,1.0,25.26903435280532
1,58,storage,97.0,28.703333897257817
1,59,matching,1.0,24.15270642923597
1,59,switching,4.0,23.222551914658016
1,59,storage,95.0,28.598823641803506
1,60,matching,2.0,24.57045402553578
1,60,switching,3.0,25.030876091838895
1,60,storage,95.0,29.79308562827041
1,61,matching,5.0,25.298696160871312
1,61,switching,4.0,25.37409039083132
1,61,storage,91.0,28.343286358080768
1,62,matching,7.0,24.88949131219423
1,62,switching,6.0,24.983468684812077
1,62,storage,87.0,27.60731185320705
1,63,matching,3.0,24.646458346957985
1,63,switching,7.0,22.44412263083418
1,63,storage,90.0,28.567815808295315
1,64,matching,3.0,24.58260925844655
1,64,switching,8.0,23.533946101696568
1,64,storage,89.0,28.010234970012768
1,65,matching,5.0,24.284615708948557
1,65,switching,6.0,24.40397891200973
1,65,storage,89.0,27.707332063493954
1,66,matching,4.0,24.050042436801
1,66,switching,3.0,22.36963514266746
1,66,storage,93.0,28.35708570425199
1,67,matching,2.0,24.032157025847457
1,67,switching,3.0,23.295253001744793
1,67,storage,95.0,29.061454418424326
1,68,matching,4.0,25.796557547432887
1,68,switching,4.0,25.693449347928976
1,68,storage,92.0,29.738195020436432
1,69,matching,5.0,25.623754957214658
1,69,switching,4.0,25.46964212520427
1,69,storage,91.0,28.31279310285711
1,70,matching,5.0,24.753771545801353
1,70,switching,2.0,23.787650017021107
1,70,storage,93.0,29.48739204024201
1,71,matching,3.0,24.386220892534922
1,71,switching,0.0,0.0
1,71,storage,97.0,28.99582816774135
1,72,matching,3.0,24.983695070635225
1,72,switching,0.0,0.0
1,72,storage,97.0,28.516222578191783
1,73,matching,3.0,24.886898170942334
1,73,switching,0.0,0.0
1,73,storage,97.0,28.289686907562793
1,74,matching,2.0,25.333001456433824
1,74,switching,0.0,0.0
1,74,storage,98.0,28.325935640675254
1,75,matching,4.0,24.867627579188213
1,75,switching,0.0,0.0
1,75,storage,96.0,29.201761890274607
1,76,matching,3.0,24.728028729396893
1,76,switching,0.0,0.0
1,76,storage,97.0,28.40016575795197
1,77,matching,5.0,23.23082806909796
1,77,switching,0.0,0.0
1,77,storage,95.0,27.20348842599229
1,78,matching,8.0,25.026734625279243
1,78,switching,1.0,25.020665785820217
1,78,storage,91.0,29.420439379620838
1,79,matching,10.0,24.966693919911698
1,79,switching,2.0,23.871862869304636
1,79,storage,88.0,27.77311434301653
1,80,matching,7.0,24.8836692540539
1,80,switching,1.0,25.261128178669352
1,80,storage,92.0,27.921947991840963
1,81,matching,7.0,25.02015081721266
1,81,switching,0.0,0.0
1,81,storage,93.0,27.865788004465447
1,82,matching,5.0,24.281895939316485
1,82,switching,1.0,21.95880444570124
1,82,storage,94.0,28.57523510808793
1,83,matching,3.0,23.645745898083494
1,83,switching,0.0,0.0
1,83,storage,97.0,28.18649887238531
1,84,matching,1.0,24.278149559598237
1,84,switching,0.0,0.0
1,84,storage,99.0,26.99244469108263
1,85,matching,2.0,24.53850636574168
1,85,switching,1.0,23.511231491358174
1,85,storage,97.0,29.042118792009617
1,86,matching,3.0,24.462153011405572
1,86,switching,3.0,24.947080336476898
1,86,storage,94.0,27.962128666453292
1,87,matching,3.0,23.89752684865942
1,87,switching,2.0,23.167578591576298
1,87,storage,95.0,28.825609237059698
1,88,matching,1.0,22.938556351311647
1,88,switching,1.0,21.926621723243922
1,88,storage,98.0,29.22703738794022
1,89,matching,2.0,24.827061360101332
1,89,switching,1.0,24.48820661737154
1,89,storage,97.0,28.56119355367812
1,90,matching,3.0,24.162214057405922
1,90,switching,0.0,0.0
1,90,storage,97.0,28.178751526028343
1,91,matching,3.0,24.45890608571276
1,91,switching,0.0,0.0
1,91,storage,97.0,28.391226072847534
1,92,matching,3.0,24.483901435125688
1,92,switching,0.0,0.0
1,92,storage,97.0,27.98779524756041
1,93,matching,2.0,24.14063754781825
1,93,switching,3.0,23.39633691518993
1,93,storage,95.0,27.41027600758547
1,94,matching,5.0,23.227704174208505
1,94,switching,1.0,22.586603535788345
1,94,storage,94.0,28.615485032873348
1,95,matching,8.0,23.67185244292736
1,95,switching,1.0,23.457085015375363
1,95,storage,91.0,27.902292337024896
1,96,matching,4.0,24.01335842094875
1,96,switching,1.0,23.43297648913339
1,96,storage,95.0,28.383648878124294
1,97,matching,7.0,25.13305772294049
1,97,switching,1.0,25.272802225769055
1,97,storage,92.0,29.59420545912139
1,98,matching,7.0,25.130078714099515
1,98,switching,2.0,24.318830148876398
1,98,storage,91.0,28.176249024653192
1,99,matching,7.0,24.888295502497183
1,99,switching,5.0,25.454310157072456
1,99,storage,88.0,27.529065619521248
2,0,matching,34.0,24.184517093881677
2,0,switching,35.0,25.10416138765554
2,0,storage,31.0,24.026725536408975
2,1,matching,33.0,23.40232580165645
2,1,switching,36.0,23.996288361528265
2,1,storage,31.0,25.3261760751471
2,2,matching,27.0,25.080277739373898
2,2,switching,33.0,24.538811202217286
2,2,storage,40.0,24.911467409046978
2,3,matching,24.0,23.415971055900425
2,3,switching,37.0,21.722162003484925
2,3,storage,39.0,25.37018370664636
2,4,matching,30.0,24.764027218795484
2,4,switching,31.0,24.096602565535168
2,4,storage,39.0,24.5319110499004
2,5,matching,31.0,24.645437103843967
2,5,switching,27.0,25.035931969635673
2,5,storage,42.0,25.41695695048522
2,6,matching,29.0,24.326605986311012
2,6,switching,29.0,24.322480611090093
2,6,storage,42.0,25.688046767004618
2,7,matching,29.0,24.875811973169423
2,7,switching,25.0,24.840449468079278
2,7,storage,46.0,25.794142402547983
2,8,matching,28.0,24.074500471970886
2,8,switching,12.0,23.970728888305946
2,8,storage,60.0,27.020505768494093
2,9,matching,32.0,23.800448315013536
2,9,switching,16.0,23.547922442121642
2,9,storage,52.0,25.179006282205542
2,10,matching,26.0,25.766225775982996
2,10,switching,17.0,26.154238405129064
2,10,storage,57.0,27.971943736754728
2,11,matching,26.0,24.12731548598174
2,11,switching,13.0,24.409478165009787
2,11,storage,61.0,25.700402880756545
2,12,matching,14.0,23.340349913438562
2,12,switching,13.0,24.122931568481704
2,12,storage,73.0,27.500032258768687
2,13,matching,14.0,23.758002318014206
2,13,switching,9.0,23.436153003103236
2,13,storage,77.0,27.27884602876751
2,14,matching,16.0,24.052908023352384
2,14,switching,13.0,23.942989286543746
2,14,storage,71.0,27.028894491707184
2,15,matching,10.0,25.681991660402428
2,15,switching,13.0,25.89547925717597
2,15,storage,77.0,27.735635985943357
2,16,matching,9.0,24.138749663533172
2,16,switching,8.0,24.038755964797467
2,16,storage,83.0,27.846845367796472
2,17,matching,5.0,23.7857447138951
2,17,switching,9.0,23.914436878869278
2,17,storage,86.0,26.651459703442164
2,18,matching,4.0,22.928704903059522
2,18,switching,4.0,22.709311985200877
2,18,storage,92.0,27.53221932556001
2,19,matching,4.0,24.596652228473317
2,19,switching,2.0,23.943076071794085
2,19,storage,94.0,29.850929661950616
2,20,matching,2.0,24.11895232168391
2,20,switching,2.0,24.393622050590324
2,20,storage,96.0,27.98743192492077
2,21,matching,2.0,24.6001620380714
2,21,switching,1.0,23.39959433792727
2,21,storage,97.0,27.77725128699053
2,22,matching,5.0,23.384205690292944
2,22,switching,3.0,24.18353360417102
2,22,storage,92.0,27.44468103862199
2,23,matching,2.0,25.55587644027002
2,23,switching,3.0,25.27845986345439
2,23,storage,95.0,30.61842089631145
2,24,matching,1.0,24.365470641494362
2,24,switching,6.0,23.696711941019732
2,24,storage,93.0,27.723027843968598
2,25,matching,1.0,23.23775028541998
2,25,switching,3.0,23.36985454741442
2,25,storage,96.0,29.28141262105369
2,26,matching,5.0,24.820572250206112
2,26,switching,2.0,24.317131409547077
2,26,storage,93.0,28.029931383239635
2,27,matching,4.0,23.838968385726588
2,27,switching,1.0,23.38153914327858
2,27,storage,95.0,28.645502936239318
2,28,matching,3.0,25.347830046906296
2,28,switching,1.0,25.100305077195834
2,28,storage,96.0,30.18733958435516
2,29,matching,3.0,24.580631265062767
2,29,switching,0.0,0.0
2,29,storage,97.0,29.18523173261727
2,30,matching,0.0,0.0
2,30,switching,0.0,0.0
2,30,storage,100.0,28.508463166167143
2,31,matching,0.0,0.0
2,31,switching,0.0,0.0
2,31,storage,100.0,28.88724509893857
2,32,matching,0.0,0.0
2,32,switching,0.0,0.0
2,32,storage,100.0,28.837543987412893
2,33,matching,1.0,24.95304022958906
2,33,switching,0.0,0.0
2,33,storage,99.0,29.02138894584317
2,34,matching,0.0,0.0
2,34,switching,1.0,24.850909191639488
2,34,storage,99.0,28.69845381924472
2,35,matching,2.0,24.55598067057181
2,35,switching,2.0,24.001970188666466
2,35,storage,96.0,30.465299281104553
2,36,matching,3.0,24.2100015987717
2,36,switching,3.0,23.891763086748412
2,36,storage,94.0,28.394622406564586
2,37,matching,2.0,24.992670114358653
2,37,switching,2.0,23.646320910957364
2,37,storage,96.0,28.737111125142047
2,38,matching,0.0,0.0
2,38,switching,2.0,24.377747022084954
2,38,storage,98.0,28.041403474588215
2,39,matching,1.0,24.53116981676765
2,39,switching,1.0,25.001698621145504
2,39,storage,98.0,28.72568848507114
2,40,matching,1.0,24.699453373772393
2,40,switching,5.0,24.162442306478752
2,40,storage,94.0,27.770102426764346
2,41,matching,3.0,25.671050590956195
2,41,switching,7.0,25.59097803529047
2,41,storage,90.0,31.771023871077468
2,42,matching,2.0,23.686150917886234
2,42,switching,5.0,21.88670067941241
2,42,storage,93.0,27.500131614488613
2,43,matching,1.0,24.51114748812204
2,43,switching,5.0,23.806624397657558
2,43,storage,94.0,27.405303203718777
2,44,matching,3.0,24.669485906932334
2,44,switching,8.0,23.716817505493708
2,44,storage,89.0,27.980285265897876
2,45,matching,3.0,23.617947794652522
2,45,switching,6.0,24.126796536052836
2,45,storage,91.0,27.879869231964303
2,46,matching,3.0,24.78211219577599
2,46,switching,6.0,19.16359872144724
2,46,storage,91.0,28.738031390314404
2,47,matching,3.0,24.41195225391068
2,47,switching,5.0,24.996022209304797
2,47,storage,92.0,29.78946734542097
2,48,matching,4.0,23.71712026263707
2,48,switching,1.0,23.451698039844565
2,48,storage,95.0,29.115609522084977
2,49,matching,3.0,24.08724867492663
2,49,switching,1.0,24.353059690919572
2,49,storage,96.0,28.162177339632336
2,50,matching,0.0,0.0
2,50,switching,3.0,23.762419093142643
2,50,storage,97.0,28.138267113928574
2,51,matching,1.0,23.92425253484498
2,51,switching,5.0,23.93895520685556
2,51,storage,94.0,27.765310001672358
2,52,matching,1.0,24.358866308512653
2,52,switching,7.0,24.32653168566561
2,52,storage,92.0,28.149548770315615
2,53,matching,1.0,25.1467286993051
2,53,switching,6.0,25.35165052596823
2,53,storage,93.0,28.736422802579167
2,54,matching,4.0,23.971143392026377
2,54,switching,5.0,22.895083410252653
2,54,storage,91.0,28.30572116963669
2,55,matching,2.0,23.847472137097956
2,55,switching,2.0,22.74260159923321
2,55,storage,96.0,29.26205352650102
2,56,matching,2.0,23.988537913386544
2,56,switching,0.0,0.0
2,56,storage,98.0,28.512103917748362
2,57,matching,0.0,0.0
2,57,switching,0.0,0.0
2,57,storage,100.0,28.322304690554006
2,58,matching,0.0,0.0
2,58,switching,0.0,0.0
2,58,storage,100.0,28.99606200640674
2,59,matching,1.0,24.82650628128257
2,59,switching,0.0,0.0
2,59,storage,99.0,28.731139553406308
2,60,matching,1.0,24.386778089552628
2,60,switching,2.0,23.0632791285459
2,60,storage,97.0,29.449577887323464
2,61,matching,0.0,0.0
2,61,switching,2.0,24.971415405349994
2,61,storage,98.0,28.610041119028146
2,62,matching,0.0,0.0
2,62,switching,4.0,24.10558776731348
2,62,storage,96.0,29.620439128930695
2,63,matching,1.0,24.85185634023723
2,63,switching,3.0,23.765920792511423
2,63,storage,96.0,29.98729926218752
2,64,matching,2.0,24.792496754573108
2,64,switching,4.0,24.34620979645006
2,64,storage,94.0,27.880137481127537
2,65,matching,2.0,23.434057748468646
2,65,switching,2.0,21.51292561514733
2,65,storage,96.0,28.41998757061528
2,66,matching,2.0,25.3208588925753
2,66,switching,0.0,0.0
2,66,storage,98.0,29.087463866820478
2,67,matching,3.0,24.29278158682106
2,67,switching,0.0,0.0
2,67,storage,97.0,29.841690875391624
2,68,matching,4.0,24.11622383703419
2,68,switching,0.0,0.0
2,68,storage,96.0,28.411626655269117
2,69,matching,4.0,24.825254975772673
2,69,switching,2.0,23.930133162885067
2,69,storage,94.0,27.528640761699133
2,70,matching,4.0,24.084329017504327
2,70,switching,2.0,22.44143315047411
2,70,storage,94.0,29.227146442313646
2,71,matching,4.0,23.68294033798412
2,71,switching,0.0,0.0
2,71,storage,96.0,29.277823970751086
2,72,matching,5.0,25.086711999310875
2,72,switching,2.0,25.928103171987495
2,72,storage,93.0,29.641914276463222
2,73,matching,2.0,24.883299846945018
2,73,switching,2.0,24.581498977916606
2,73,storage,96.0,28.85962335912767
2,74,matching,0.0,0.0
2,74,switching,2.0,24.651337425704792
2,74,storage,98.0,29.19367506923665
2,75,matching,2.0,23.501339981164293
2,75,switching,2.0,22.46058279065778
2,75,storage,96.0,28.061206996733876
2,76,matching,5.0,24.92968679324966
2,76,switching,2.0,23.44664105578093
2,76,storage,93.0,30.929602004496417
2,77,matching,6.0,25.058429551912084
2,77,switching,4.0,24.662407202931472
2,77,storage,90.0,28.389890182059748
2,78,matching,7.0,23.899842515939998
2,78,switching,4.0,24.108958789150982
2,78,storage,89.0,28.480729256873776
2,79,matching,10.0,24.767127798851313
2,79,switching,3.0,24.652372957850137
2,79,storage,87.0,27.13439621327925
2,80,matching,12.0,24.85884826762397
2,80,switching,0.0,0.0
2,80,storage,88.0,27.55482866588937
2,81,matching,17.0,25.38742939490705
2,81,switching,0.0,0.0
2,81,storage,83.0,27.785324034760325
2,82,matching,14.0,24.525949715409784
2,82,switching,0.0,0.0
2,82,storage,86.0,27.34953868148602
2,83,matching,16.0,24.24900746237381
2,83,switching,1.0,22.547951469574336
2,83,storage,83.0,27.144245545772822
2,84,matching,13.0,24.70127400902142
2,84,switching,1.0,24.371442627585544
2,84,storage,86.0,28.947454212942862
2,85,matching,15.0,25.440221794137972
2,85,switching,1.0,25.310834643534488
2,85,storage,84.0,30.99112015484373
2,86,matching,10.0,24.945825000319026
2,86,switching,1.0,24.478033558386034
2,86,storage,89.0,27.947696921748317
2,87,matching,13.0,23.23212004673764
2,87,switching,0.0,0.0
2,87,storage,87.0,27.01485043823753
2,88,matching,11.0,26.144119165505774
2,88,switching,1.0,26.507185625934238
2,88,storage,88.0,29.00978743221739
2,89,matching,6.0,23.098447024963075
2,89,switching,5.0,22.217546253069106
2,89,storage,89.0,28.359828758729492
2,90,matching,0.0,0.0
2,90,switching,8.0,24.059088845647434
2,90,storage,92.0,27.544052308731015
2,91,matching,0.0,0.0
2,91,switching,9.0,24.33436057354348
2,91,storage,91.0,31.19850221181891
2,92,matching,2.0,24.409973890898605
2,92,switching,11.0,23.938176312387476
2,92,storage,87.0,26.8329618119513
2,93,matching,2.0,25.309857118243507
2,93,switching,5.0,24.580905884407358
2,93,storage,93.0,29.56873282830038
2,94,matching,2.0,24.30189290598318
2,94,switching,5.0,24.043729770305244
2,94,storage,93.0,28.765570402042897
2,95,matching,2.0,24.468177691175647
2,95,switching,3.0,22.571108102620315
2,95,storage,95.0,28.393239835615464
2,96,matching,2.0,24.600831241235348
2,96,switching,2.0,24.08666399212681
2,96,storage,96.0,28.495577987848122
2,97,matching,1.0,25.24919917529623
2,97,switching,6.0,25.37054767525137
2,97,storage,93.0,29.139658072347224
2,98,matching,0.0,0.0
2,98,switching,5.0,19.53537844183572
2,98,storage,95.0,27.3904347848094
2,99,matching,0.0,0.0
2,99,switching,4.0,25.331863836194824
2,99,storage,96.0,32.532502387890624
3,0,matching,33.0,24.06725378020462
3,0,switching,30.0,24.409457242617567
3,0,storage,37.0,24.78882440958738
3,1,matching,35.0,25.912163209170473
3,1,switching,27.0,26.202682658784745
3,1,storage,38.0,25.809477612392516
3,2,matching,37.0,25.605365305371397
3,2,switching,31.0,25.938441387185083
3,2,storage,32.0,24.54073353582029
3,3,matching,34.0,24.83270057417259
3,3,switching,27.0,25.17006836840374
3,3,storage,39.0,25.68071403280712
3,4,matching,31.0,25.954421744830647
3,4,switching,22.0,26.36291083825504
3,4,storage,47.0,29.11704409027664
3,5,matching,34.0,24.55496163459557
3,5,switching,20.0,24.506401487974685
3,5,storage,46.0,25.927582262545304
3,6,matching,33.0,26.364662839893818
3,6,switching,21.0,25.821463094322656
3,6,storage,46.0,26.43522338980866
3,7,matching,33.0,25.15082910580896
3,7,switching,20.0,25.158172754479523
3,7,storage,47.0,25.063943439422555
3,8,matching,40.0,24.461363111048097
3,8,switching,20.0,24.01313395616705
3,8,storage,40.0,25.45092112490388
3,9,matching,36.0,25.247351741647087
3,9,switching,22.0,25.354666203091345
3,9,storage,42.0,25.79571748721785
3,10,matching,37.0,24.583189419962487
3,10,switching,14.0,24.565441993944887
3,10,storage,49.0,25.60244005207625
3,11,matching,40.0,24.77879326514038
3,11,switching,6.0,24.82325240215164
3,11,storage,54.0,26.15083638325306
3,12,matching,35.0,24.59804658473272
3,12,switching,6.0,24.788155439401763
3,12,storage,59.0,26.844557857914456
3,13,matching,31.0,23.87573445753197
3,13,switching,6.0,23.574165855515115
3,13,storage,63.0,26.3971333202225
3,14,matching,24.0,24.725369543894956
3,14,switching,3.0,24.29135041419634
3,14,storage,73.0,27.952495543699655
3,15,matching,24.0,24.291352700577875
3,15,switching,3.0,22.444575884683456
3,15,storage,73.0,28.367911510515277
3,16,matching,30.0,24.572022550730598
3,16,switching,3.0,24.07661539540994
3,16,storage,67.0,27.041581876966703
3,17,matching,29.0,23.759592555365316
3,17,switching,6.0,22.05192607496024
3,17,storage,65.0,25.735384545830357
3,18,matching,33.0,24.374101484665303
3,18,switching,3.0,24.46815279515172
3,18,storage,64.0,27.378085972246975
3,19,matching,25.0,23.950499092967938
3,19,switching,4.0,23.366668746334543
3,19,storage,71.0,28.04028174350614
3,20,matching,17.0,24.763023409004806
3,20,switching,4.0,24.524923769303637
3,20,storage,79.0,27.984629673071872
3,21,matching,17.0,24.072465509847554
3,21,switching,5.0,23.49887823001003
3,21,storage,78.0,26.119476652753885
3,22,matching,12.0,24.239292426484905
3,22,switching,4.0,23.93836390067197
3,22,storage,84.0,29.33825978085027
3,23,matching,12.0,26.49597216707747
3,23,switching,2.0,25.48101198651417
3,23,storage,86.0,32.67090223857055
3,24,matching,15.0,23.68055649875117
3,24,switching,1.0,21.67045605594398
3,24,storage,84.0,27.47270680879751
3,25,matching,12.0,23.845821623380058
3,25,switching,1.0,23.742925704970602
3,25,storage,87.0,27.292253443365666
3,26,matching,15.0,24.266505054658545
3,26,switching,1.0,24.315316030213936
3,26,storage,84.0,29.362250034983948
3,27,matching,15.0,24.514307483349942
3,27,switching,1.0,23.882134015867724
3,27,storage,84.0,27.70152868725077
3,28,matching,20.0,22.758334642325572
3,28,switching,1.0,22.494201049617924
3,28,storage,79.0,26.96288164827951
3,29,matching,16.0,25.814922129781937
3,29,switching,2.0,24.790731421598572
3,29,storage,82.0,28.065601996240808
3,30,matching,16.0,24.412373028191755
3,30,switching,3.0,24.572222459605616
3,30,storage,81.0,28.569634758465135
3,31,matching,13.0,23.54288136765537
3,31,switching,5.0,23.78109108023141
3,31,storage,82.0,27.535410989986442
3,32,matching,12.0,24.295670307726315
3,32,switching,4.0,24.233100327998866
3,32,storage,84.0,28.518516919398742
3,33,matching,13.0,24.345395041784855
3,33,switching,1.0,23.50204120492566
3,33,storage,86.0,28.401294211022027
3,34,matching,8.0,24.821060863545775
3,34,switching,0.0,0.0
3,34,storage,92.0,28.17898017166821
3,35,matching,4.0,24.130088913266015
3,35,switching,1.0,22.715268187807325
3,35,storage,95.0,27.04481037810539
3,36,matching,1.0,24.4121782541568
3,36,switching,1.0,23.723367184876658
3,36,storage,98.0,28.421287373218775
3,37,matching,1.0,24.715278267194282
3,37,switching,0.0,0.0
3,37,storage,99.0,29.45666505699436
3,38,matching,0.0,0.0
3,38,switching,2.0,23.769094751364726
3,38,storage,98.0,29.742005164574103
3,39,matching,0.0,0.0
3,39,switching,2.0,22.535340806381754
3,39,storage,98.0,28.10351031420694
3,40,matching,0.0,0.0
3,40,switching,2.0,24.710563655868054
3,40,storage,98.0,28.304807074023618
3,41,matching,1.0,24.553620117930024
3,41,switching,2.0,23.636056085094776
3,41,storage,97.0,30.088636976414698
3,42,matching,1.0,24.530228705962102
3,42,switching,1.0,23.853180425952626
3,42,storage,98.0,29.051063702021843
3,43,matching,1.0,24.61789507120724
3,43,switching,1.0,23.91518212350519
3,43,storage,98.0,28.902232777888866
3,44,matching,1.0,24.608267847496208
3,44,switching,3.0,24.397037655315938
3,44,storage,96.0,28.920113743144572
3,45,matching,1.0,24.23092613367678
3,45,switching,4.0,24.37925818907585
3,45,storage,95.0,28.602262108271134
3,46,matching,2.0,24.43765368913081
3,46,switching,3.0,23.667339790999552
3,46,storage,95.0,28.765632265493245
3,47,matching,1.0,22.985602786384682
3,47,switching,4.0,22.511881184994827
3,47,storage,95.0,26.972136844158864
