i_simul,gen,strategy,n_ind,fitness_relative
7,53,matching,3.0,7.6152161073687665
7,53,switching,0.0,0.0
7,53,storage,97.0,45.99058834665069
7,54,matching,0.0,0.0
7,54,switching,0.0,0.0
7,54,storage,100.0,45.37805585316137
7,55,matching,1.0,7.648308512196108
7,55,switching,3.0,5.955625018135131
7,55,storage,96.0,46.400197319522356
7,56,matching,0.0,0.0
7,56,switching,0.0,0.0
7,56,storage,100.0,45.56405421493228
7,57,matching,0.0,0.0
7,57,switching,1.0,12.156276737426639
7,57,storage,99.0,44.71536373247706
7,58,matching,0.0,0.0
7,58,switching,1.0,11.296918178964528
7,58,storage,99.0,46.271481635740855
7,59,matching,1.0,6.738590774134799
7,59,switching,0.0,0.0
7,59,storage,99.0,40.61230230453092
7,60,matching,0.0,0.0
7,60,switching,0.0,0.0
7,60,storage,100.0,45.87569347716641
7,61,matching,0.0,0.0
7,61,switching,1.0,1.3266660069166885
7,61,storage,99.0,43.570765230891624
7,62,matching,0.0,0.0
7,62,switching,0.0,0.0
7,62,storage,100.0,45.842120716748326
7,63,matching,0.0,0.0
7,63,switching,0.0,0.0
7,63,storage,100.0,45.06641337213847
7,64,matching,0.0,0.0
7,64,switching,0.0,0.0
7,64,storage,100.0,47.09109503455453
7,65,matching,2.0,6.538737914420431
7,65,switching,0.0,0.0
7,65,storage,98.0,44.85968526502725
7,66,matching,1.0,7.333174289082876
7,66,switching,0.0,0.0
7,66,storage,99.0,44.615709442744865
7,67,matching,0.0,0.0
7,67,switching,1.0,12.553073513895633
7,67,storage,99.0,47.48829591211929
7,68,matching,2.0,6.915375713454361
7,68,switching,0.0,0.0
7,68,storage,98.0,44.27794300618521
7,69,matching,2.0,7.745250978140682
7,69,switching,0.0,0.0
7,69,storage,98.0,46.614620570841964
7,70,matching,1.0,8.015863705390409
7,70,switching,1.0,13.410661877872815
7,70,storage,98.0,46.991730057579154
7,71,matching,1.0,7.733038883415601
7,71,switching,1.0,7.749062359212624
7,71,storage,98.0,45.57297371526082
7,72,matching,2.0,7.293733505054688
7,72,switching,1.0,4.559426796739909
7,72,storage,97.0,45.73075021345351
7,73,matching,0.0,0.0
7,73,switching,1.0,9.29674473374185
7,73,storage,99.0,45.69030934630624
7,74,matching,0.0,0.0
7,74,switching,0.0,0.0
7,74,storage,100.0,46.69092657184757
7,75,matching,1.0,7.259133415192686
7,75,switching,0.0,0.0
7,75,storage,99.0,44.35960172457025
7,76,matching,0.0,0.0
7,76,switching,1.0,7.623196048179033
7,76,storage,99.0,45.29872720762633
7,77,matching,0.0,0.0
7,77,switching,0.0,0.0
7,77,storage,100.0,46.28845301454125
7,78,matching,1.0,7.791881318964189
7,78,switching,2.0,8.743267893263585
7,78,storage,97.0,46.2446680902293
7,79,matching,0.0,0.0
7,79,switching,1.0,4.31578580676831
7,79,storage,99.0,44.96020907011091
7,80,matching,2.0,6.747470770313869
7,80,switching,0.0,0.0
7,80,storage,98.0,44.4657984609575
7,81,matching,2.0,7.6026212692248265
7,81,switching,0.0,0.0
7,81,storage,98.0,46.02841015766405
7,82,matching,0.0,0.0
7,82,switching,0.0,0.0
7,82,storage,100.0,45.83036002893254
7,83,matching,0.0,0.0
7,83,switching,0.0,0.0
7,83,storage,100.0,44.589050580303166
7,84,matching,0.0,0.0
7,84,switching,0.0,0.0
7,84,storage,100.0,46.705841592858235
7,85,matching,0.0,0.0
7,85,switching,0.0,0.0
7,85,storage,100.0,44.577786098619654
7,86,matching,0.0,0.0
7,86,switching,0.0,0.0
7,86,storage,100.0,44.75422995625815
7,87,matching,1.0,7.170616311816679
7,87,switching,0.0,0.0
7,87,storage,99.0,44.40586035261492
7,88,matching,2.0,7.714471090177273
7,88,switching,0.0,0.0
7,88,storage,98.0,46.43019614951716
7,89,matching,1.0,7.064932328546571
7,89,switching,1.0,4.603765378398271
7,89,storage,98.0,45.68290514858153
7,90,matching,2.0,7.4752331719966145
7,90,switching,2.0,4.170713593675979
7,90,storage,96.0,45.95017723440174
7,91,matching,1.0,7.572190868136492
7,91,switching,0.0,0.0
7,91,storage,99.0,44.954335153954
7,92,matching,1.0,8.495807290010337
7,92,switching,1.0,8.615996964394574
7,92,storage,98.0,51.53475172940167
7,93,matching,2.0,7.381788998921206
7,93,switching,0.0,0.0
7,93,storage,98.0,46.63829953628656
7,94,matching,2.0,7.154841149776653
7,94,switching,0.0,0.0
7,94,storage,98.0,45.53960000853107
7,95,matching,0.0,0.0
7,95,switching,1.0,8.741193716660138
7,95,storage,99.0,45.241032748907365
7,96,matching,0.0,0.0
7,96,switching,2.0,5.420095513672139
7,96,storage,98.0,48.21517227618348
7,97,matching,0.0,0.0
7,97,switching,1.0,2.6975918078097063
7,97,storage,99.0,46.213154536190636
7,98,matching,1.0,6.8759440492109345
7,98,switching,2.0,3.538677032902163
7,98,storage,97.0,45.627618108425644
7,99,matching,0.0,0.0
7,99,switching,0.0,0.0
7,99,storage,100.0,45.79452177618847
8,0,matching,29.0,15.822980017364161
8,0,switching,24.0,26.875931571710087
8,0,storage,47.0,44.48468582912127
8,1,matching,12.0,11.112513385067686
8,1,switching,19.0,14.688729591518271
8,1,storage,69.0,50.010029624615065
8,2,matching,3.0,7.4775111562760275
8,2,switching,3.0,12.078431462086975
8,2,storage,94.0,44.52225087787206
8,3,matching,0.0,0.0
8,3,switching,1.0,6.8074285527456055
8,3,storage,99.0,50.679820541116115
8,4,matching,0.0,0.0
8,4,switching,3.0,4.13839932559428
8,4,storage,97.0,45.243666521961565
8,5,matching,0.0,0.0
8,5,switching,1.0,5.365164351997719
8,5,storage,99.0,44.3019500936168
8,6,matching,0.0,0.0
8,6,switching,0.0,0.0
8,6,storage,100.0,44.37065766034948
8,7,matching,1.0,6.895596687006785
8,7,switching,2.0,4.480906490850158
8,7,storage,97.0,45.30625074242187
8,8,matching,1.0,7.62191025673226
8,8,switching,0.0,0.0
8,8,storage,99.0,46.646046459894244
8,9,matching,0.0,0.0
8,9,switching,0.0,0.0
8,9,storage,100.0,46.72228579219639
8,10,matching,0.0,0.0
8,10,switching,0.0,0.0
8,10,storage,100.0,45.203933964469485
8,11,matching,0.0,0.0
8,11,switching,0.0,0.0
8,11,storage,100.0,45.222776107641366
8,12,matching,1.0,6.818330469837738
8,12,switching,1.0,8.749806572795466
8,12,storage,98.0,45.15658344148556
8,13,matching,0.0,0.0
8,13,switching,0.0,0.0
8,13,storage,100.0,45.04242419424678
8,14,matching,0.0,0.0
8,14,switching,1.0,7.659511863171681
8,14,storage,99.0,45.06911616259985
8,15,matching,1.0,7.713975563808142
8,15,switching,1.0,7.03478304913871
8,15,storage,98.0,46.08640286406528
8,16,matching,0.0,0.0
8,16,switching,0.0,0.0
8,16,storage,100.0,49.68863285976555
8,17,matching,0.0,0.0
8,17,switching,0.0,0.0
8,17,storage,100.0,45.15615371690859
8,18,matching,0.0,0.0
8,18,switching,1.0,3.692705554180568
8,18,storage,99.0,44.57593211856454
8,19,matching,0.0,0.0
8,19,switching,0.0,0.0
8,19,storage,100.0,45.38310831655248
8,20,matching,1.0,6.969318721515847
8,20,switching,0.0,0.0
8,20,storage,99.0,45.5072588149014
8,21,matching,1.0,6.896909369911919
8,21,switching,0.0,0.0
8,21,storage,99.0,45.10572577689798
8,22,matching,0.0,0.0
8,22,switching,0.0,0.0
8,22,storage,100.0,46.7146707327758
8,23,matching,0.0,0.0
8,23,switching,0.0,0.0
8,23,storage,100.0,46.42291766396207
8,24,matching,0.0,0.0
8,24,switching,0.0,0.0
8,24,storage,100.0,45.986331710071745
8,25,matching,1.0,7.916730729809731
8,25,switching,1.0,6.923440477213106
8,25,storage,98.0,46.87653523874523
8,26,matching,0.0,0.0
8,26,switching,2.0,5.763505049998275
8,26,storage,98.0,44.68240253130662
8,27,matching,0.0,0.0
8,27,switching,0.0,0.0
8,27,storage,100.0,44.969312858406575
8,28,matching,0.0,0.0
8,28,switching,1.0,4.714187514575023
8,28,storage,99.0,45.85882473454568
8,29,matching,1.0,7.282456084805382
8,29,switching,1.0,6.86814068054259
8,29,storage,98.0,45.51690064423658
8,30,matching,0.0,0.0
8,30,switching,0.0,0.0
8,30,storage,100.0,47.24276117389221
8,31,matching,0.0,0.0
8,31,switching,1.0,5.042826962109853
8,31,storage,99.0,45.89355195969563
8,32,matching,1.0,7.385980576261825
8,32,switching,1.0,12.056989780112039
8,32,storage,98.0,44.481324332926526
8,33,matching,1.0,7.206138218021783
8,33,switching,1.0,3.6182308291305993
8,33,storage,98.0,44.916691155764795
8,34,matching,0.0,0.0
8,34,switching,1.0,9.220815754178574
8,34,storage,99.0,45.75094247895636
8,35,matching,0.0,0.0
8,35,switching,1.0,7.657677486142998
8,35,storage,99.0,45.27359425994372
8,36,matching,1.0,7.528053823648678
8,36,switching,3.0,6.188683818256744
8,36,storage,96.0,44.55768719446218
8,37,matching,0.0,0.0
8,37,switching,1.0,4.86100568529909
8,37,storage,99.0,47.118945730320974
8,38,matching,1.0,7.9033826037104795
8,38,switching,0.0,0.0
8,38,storage,99.0,45.792717577848045
8,39,matching,1.0,7.331321029766062
8,39,switching,1.0,6.8008841468409615
8,39,storage,98.0,46.01204432744449
8,40,matching,0.0,0.0
8,40,switching,0.0,0.0
8,40,storage,100.0,46.808605827397784
8,41,matching,0.0,0.0
8,41,switching,0.0,0.0
8,41,storage,100.0,44.49248864285003
8,42,matching,0.0,0.0
8,42,switching,1.0,1.6780379849017513
8,42,storage,99.0,43.92208535538423
8,43,matching,2.0,7.8053826097984516
8,43,switching,1.0,11.732952450557072
8,43,storage,97.0,46.60408881962553
8,44,matching,1.0,6.889287167684923
8,44,switching,0.0,0.0
8,44,storage,99.0,44.943706265475825
8,45,matching,3.0,7.571430117365488
8,45,switching,1.0,4.892032669525673
8,45,storage,96.0,46.52358643766086
8,46,matching,2.0,6.476838878157369
8,46,switching,0.0,0.0
8,46,storage,98.0,45.693944469772426
8,47,matching,2.0,6.651445871018266
8,47,switching,2.0,6.671754224937912
8,47,storage,96.0,43.8402467360793
8,48,matching,2.0,7.5580215210493105
8,48,switching,0.0,0.0
8,48,storage,98.0,45.51311547744962
8,49,matching,0.0,0.0
8,49,switching,0.0,0.0
8,49,storage,100.0,46.76579947943159
8,50,matching,1.0,7.0677360992485
8,50,switching,0.0,0.0
8,50,storage,99.0,46.66558946800021
8,51,matching,1.0,7.114077812470664
8,51,switching,0.0,0.0
8,51,storage,99.0,45.96944875953088
8,52,matching,0.0,0.0
8,52,switching,0.0,0.0
8,52,storage,100.0,45.52283923950994
8,53,matching,0.0,0.0
8,53,switching,0.0,0.0
8,53,storage,100.0,44.03813123740338
8,54,matching,0.0,0.0
8,54,switching,0.0,0.0
8,54,storage,100.0,44.21678671923175
8,55,matching,2.0,7.473725363338286
8,55,switching,0.0,0.0
8,55,storage,98.0,45.908872458787535
8,56,matching,1.0,8.211146070514767
8,56,switching,0.0,0.0
8,56,storage,99.0,45.263698379165696
8,57,matching,1.0,7.543576866001227
8,57,switching,1.0,6.946251951428804
8,57,storage,98.0,45.48344806915021
8,58,matching,1.0,7.545279109923714
8,58,switching,2.0,9.329588366062897
8,58,storage,97.0,45.263118289568496
8,59,matching,2.0,7.581917984803544
8,59,switching,0.0,0.0
8,59,storage,98.0,46.28693748446439
8,60,matching,3.0,7.432560703647759
8,60,switching,1.0,5.017195560407448
8,60,storage,96.0,44.92423975847091
8,61,matching,0.0,0.0
8,61,switching,2.0,11.12686831873107
8,61,storage,98.0,44.88298285853692
8,62,matching,0.0,0.0
8,62,switching,2.0,9.667456987361744
8,62,storage,98.0,46.9204194405234
8,63,matching,3.0,7.950170709358439
8,63,switching,1.0,8.57609999836673
8,63,storage,96.0,46.74673147356496
8,64,matching,0.0,0.0
8,64,switching,1.0,4.522182815765152
8,64,storage,99.0,46.09582755268611
8,65,matching,1.0,7.629354888144927
8,65,switching,1.0,9.75490467919435
8,65,storage,98.0,45.649017631530135
8,66,matching,0.0,0.0
8,66,switching,0.0,0.0
8,66,storage,100.0,46.492691802302396
8,67,matching,1.0,6.831258123540053
8,67,switching,1.0,7.742183748246979
8,67,storage,98.0,44.97090008654784
8,68,matching,0.0,0.0
8,68,switching,0.0,0.0
8,68,storage,100.0,45.50987493901393
8,69,matching,0.0,0.0
8,69,switching,1.0,5.538854973499022
8,69,storage,99.0,46.61184884123994
8,70,matching,0.0,0.0
8,70,switching,0.0,0.0
8,70,storage,100.0,47.7962783894136
8,71,matching,0.0,0.0
8,71,switching,0.0,0.0
8,71,storage,100.0,45.41050453990992
8,72,matching,2.0,7.04875837277582
8,72,switching,0.0,0.0
8,72,storage,98.0,46.46139961453281
8,73,matching,0.0,0.0
8,73,switching,1.0,14.758085041623168
8,73,storage,99.0,45.95070735363199
8,74,matching,0.0,0.0
8,74,switching,2.0,5.105699985068433
8,74,storage,98.0,46.172517479401606
8,75,matching,0.0,0.0
8,75,switching,2.0,3.387690705831319
8,75,storage,98.0,44.441228907666144
8,76,matching,2.0,7.9873426607919145
8,76,switching,0.0,0.0
8,76,storage,98.0,45.42460953942351
8,77,matching,2.0,7.0707007398182125
8,77,switching,1.0,5.6400103768679575
8,77,storage,97.0,44.72960629765862
8,78,matching,0.0,0.0
8,78,switching,3.0,3.504857967154304
8,78,storage,97.0,51.18854550219883
8,79,matching,0.0,0.0
8,79,switching,1.0,6.572478126926818
8,79,storage,99.0,43.89741773921368
8,80,matching,0.0,0.0
8,80,switching,1.0,10.327263762838495
8,80,storage,99.0,44.367551622343534
8,81,matching,0.0,0.0
8,81,switching,1.0,6.838200551963673
8,81,storage,99.0,46.39641574660728
8,82,matching,0.0,0.0
8,82,switching,1.0,9.856849215657174
8,82,storage,99.0,48.17384483276553
8,83,matching,1.0,7.907255989600642
8,83,switching,0.0,0.0
8,83,storage,99.0,45.62490583483646
8,84,matching,1.0,8.238611429617652
8,84,switching,0.0,0.0
8,84,storage,99.0,45.70997127747337
8,85,matching,1.0,7.998934234234275
8,85,switching,0.0,0.0
8,85,storage,99.0,47.23046495946626
8,86,matching,2.0,5.895864551872403
8,86,switching,1.0,0.35561003274935093
8,86,storage,97.0,44.85894710800957
8,87,matching,0.0,0.0
8,87,switching,1.0,10.352000218489394
8,87,storage,99.0,46.26130092538301
8,88,matching,2.0,8.481971493843151
8,88,switching,1.0,10.256657034398154
8,88,storage,97.0,47.80627342791397
8,89,matching,0.0,0.0
8,89,switching,0.0,0.0
8,89,storage,100.0,44.414044006360776
8,90,matching,0.0,0.0
8,90,switching,0.0,0.0
8,90,storage,100.0,43.898347260064774
8,91,matching,0.0,0.0
8,91,switching,1.0,6.742830214441307
8,91,storage,99.0,50.51261579800343
8,92,matching,0.0,0.0
8,92,switching,0.0,0.0
8,92,storage,100.0,45.503487992211625
8,93,matching,0.0,0.0
8,93,switching,1.0,4.763591244915292
8,93,storage,99.0,45.154295859462
8,94,matching,1.0,8.078115845238067
8,94,switching,0.0,0.0
8,94,storage,99.0,47.46272902715867
8,95,matching,0.0,0.0
8,95,switching,1.0,11.319868016856102
8,95,storage,99.0,45.7204945287612
8,96,matching,0.0,0.0
8,96,switching,0.0,0.0
8,96,storage,100.0,44.64578000963595
8,97,matching,0.0,0.0
8,97,switching,2.0,3.6234012400366375
8,97,storage,98.0,43.82534888140921
8,98,matching,0.0,0.0
8,98,switching,1.0,13.311269122922788
8,98,storage,99.0,45.39818366094139
8,99,matching,0.0,0.0
8,99,switching,0.0,0.0
8,99,storage,100.0,45.47062727801615
9,0,matching,33.0,22.091408995957476
9,0,switching,35.0,32.8919330086269
9,0,storage,32.0,50.78499405546372
9,1,matching,20.0,21.25866524115928
9,1,switching,41.0,27.181484010737865
9,1,storage,39.0,53.2506933334072
9,2,matching,7.0,11.523480142271376
9,2,switching,23.0,17.638400437254976
9,2,storage,70.0,43.797902535698945
9,3,matching,1.0,7.141790196345276
9,3,switching,14.0,4.1951298881686006
9,3,storage,85.0,45.07259017030534
9,4,matching,0.0,0.0
9,4,switching,3.0,4.546776178854781
9,4,storage,97.0,45.33560618160306
9,5,matching,0.0,0.0
9,5,switching,0.0,0.0
9,5,storage,100.0,50.32120315642867
9,6,matching,1.0,7.181048882482646
9,6,switching,0.0,0.0
9,6,storage,99.0,45.09651494693603
9,7,matching,1.0,8.261294415255787
9,7,switching,0.0,0.0
9,7,storage,99.0,46.79900579191652
9,8,matching,1.0,7.991146792676368
9,8,switching,1.0,2.75225904016061
9,8,storage,98.0,50.950643276111194
9,9,matching,0.0,0.0
9,9,switching,0.0,0.0
9,9,storage,100.0,46.04887519159012
9,10,matching,0.0,0.0
9,10,switching,0.0,0.0
9,10,storage,100.0,43.21547895022279
9,11,matching,0.0,0.0
9,11,switching,0.0,0.0
9,11,storage,100.0,49.59434882743075
9,12,matching,1.0,6.136142134200679
9,12,switching,0.0,0.0
9,12,storage,99.0,43.43894252070791
9,13,matching,0.0,0.0
9,13,switching,1.0,1.5776138605904186
9,13,storage,99.0,44.44758525116373
9,14,matching,0.0,0.0
9,14,switching,0.0,0.0
9,14,storage,100.0,45.12314286972496
9,15,matching,0.0,0.0
9,15,switching,0.0,0.0
9,15,storage,100.0,47.10825064536422
9,16,matching,0.0,0.0
9,16,switching,1.0,4.827128151193065
9,16,storage,99.0,44.61630282671564
9,17,matching,1.0,7.052265337140911
9,17,switching,1.0,4.558685307926428
9,17,storage,98.0,45.13936301586586
9,18,matching,0.0,0.0
9,18,switching,1.0,4.58902402064202
9,18,storage,99.0,46.216701452548925
9,19,matching,1.0,7.926606774939934
9,19,switching,1.0,11.113747962879756
9,19,storage,98.0,46.552293394779426
9,20,matching,0.0,0.0
9,20,switching,1.0,7.206117755780164
9,20,storage,99.0,51.36338667440291
9,21,matching,0.0,0.0
9,21,switching,0.0,0.0
9,21,storage,100.0,45.7852569641304
9,22,matching,0.0,0.0
9,22,switching,0.0,0.0
9,22,storage,100.0,43.62939222403342
9,23,matching,0.0,0.0
9,23,switching,1.0,10.047730199909845
9,23,storage,99.0,44.43387676687026
9,24,matching,0.0,0.0
9,24,switching,0.0,0.0
9,24,storage,100.0,44.44487308102306
9,25,matching,1.0,7.975349377801813
9,25,switching,0.0,0.0
9,25,storage,99.0,46.71013483740253
9,26,matching,1.0,7.315168624711784
9,26,switching,0.0,0.0
9,26,storage,99.0,45.346709210222
9,27,matching,1.0,6.392989699914352
9,27,switching,1.0,1.4369428126676882
9,27,storage,98.0,45.655257924836135
9,28,matching,0.0,0.0
9,28,switching,0.0,0.0
9,28,storage,100.0,43.865070329662416
9,29,matching,1.0,7.263973845067895
9,29,switching,1.0,4.678471590817841
9,29,storage,98.0,45.36441924142861
9,30,matching,1.0,6.32630506807301
9,30,switching,0.0,0.0
9,30,storage,99.0,44.795834352532026
9,31,matching,0.0,0.0
9,31,switching,0.0,0.0
9,31,storage,100.0,45.41420666160441
9,32,matching,0.0,0.0
9,32,switching,0.0,0.0
9,32,storage,100.0,44.705415875538044
9,33,matching,0.0,0.0
9,33,switching,0.0,0.0
9,33,storage,100.0,44.399889416006424
9,34,matching,0.0,0.0
9,34,switching,0.0,0.0
9,34,storage,100.0,44.902764058409524
9,35,matching,0.0,0.0
9,35,switching,1.0,8.778007565924762
9,35,storage,99.0,45.98191068349369
9,36,matching,0.0,0.0
9,36,switching,0.0,0.0
9,36,storage,100.0,45.47214806604759
9,37,matching,0.0,0.0
9,37,switching,1.0,2.6998045805213176
9,37,storage,99.0,45.15398505983739
9,38,matching,1.0,6.938483944248298
9,38,switching,0.0,0.0
9,38,storage,99.0,45.76072810060774
9,39,matching,0.0,0.0
9,39,switching,0.0,0.0
9,39,storage,100.0,46.9767071969703
9,40,matching,0.0,0.0
9,40,switching,0.0,0.0
9,40,storage,100.0,46.287036294442096
9,41,matching,1.0,7.698298757832907
9,41,switching,0.0,0.0
9,41,storage,99.0,45.17177682948644
9,42,matching,2.0,7.093642763385271
9,42,switching,1.0,7.476624867092775
9,42,storage,97.0,45.34795013086073
9,43,matching,2.0,8.085203075327861
9,43,switching,0.0,0.0
9,43,storage,98.0,45.48460378475899
9,44,matching,1.0,8.36559550098351
9,44,switching,0.0,0.0
9,44,storage,99.0,46.64456001105979
9,45,matching,0.0,0.0
9,45,switching,0.0,0.0
9,45,storage,100.0,46.37365366157124
9,46,matching,0.0,0.0
9,46,switching,1.0,3.940594621865743
9,46,storage,99.0,44.91716003560335
9,47,matching,0.0,0.0
9,47,switching,1.0,7.671741831077324
9,47,storage,99.0,45.816547373592954
9,48,matching,0.0,0.0
9,48,switching,0.0,0.0
9,48,storage,100.0,45.79010645147406
9,49,matching,2.0,7.203790612560673
9,49,switching,0.0,0.0
9,49,storage,98.0,44.22138139743757
9,50,matching,2.0,6.994823782840707
9,50,switching,1.0,3.8620742548317537
9,50,storage,97.0,45.48224903584466
9,51,matching,0.0,0.0
9,51,switching,1.0,4.617578888910002
9,51,storage,99.0,46.221504030864864
9,52,matching,0.0,0.0
9,52,switching,0.0,0.0
9,52,storage,100.0,46.541524534624656
9,53,matching,0.0,0.0
9,53,switching,1.0,14.151449049430475
9,53,storage,99.0,46.070813064583525
9,54,matching,0.0,0.0
9,54,switching,1.0,3.5232447168589585
9,54,storage,99.0,47.250822610913865
9,55,matching,1.0,7.693314969853131
9,55,switching,1.0,10.266876467380193
9,55,storage,98.0,44.993590760863086
9,56,matching,1.0,6.7978501652808445
9,56,switching,1.0,7.053000681628973
9,56,storage,98.0,45.29875595678495
9,57,matching,0.0,0.0
9,57,switching,0.0,0.0
9,57,storage,100.0,44.94384400734575
9,58,matching,0.0,0.0
9,58,switching,0.0,0.0
9,58,storage,100.0,45.710204811111296
9,59,matching,0.0,0.0
9,59,switching,0.0,0.0
9,59,storage,100.0,44.757322851554164
9,60,matching,0.0,0.0
9,60,switching,2.0,12.188885534481788
9,60,storage,98.0,46.65422212847013
9,61,matching,0.0,0.0
9,61,switching,1.0,3.7884643731070757
9,61,storage,99.0,46.26637802593343
9,62,matching,0.0,0.0
9,62,switching,0.0,0.0
9,62,storage,100.0,45.402261357157926
9,63,matching,0.0,0.0
9,63,switching,1.0,3.784562054254722
9,63,storage,99.0,44.14652359485246
9,64,matching,0.0,0.0
9,64,switching,1.0,2.785351587684041
9,64,storage,99.0,46.09309043488815
9,65,matching,0.0,0.0
9,65,switching,2.0,4.749526172982359
9,65,storage,98.0,47.42321024498263
9,66,matching,0.0,0.0
9,66,switching,0.0,0.0
9,66,storage,100.0,47.16240890126155
9,67,matching,0.0,0.0
9,67,switching,1.0,13.201824249065478
9,67,storage,99.0,48.5467685269197
9,68,matching,0.0,0.0
9,68,switching,1.0,6.958024280969368
9,68,storage,99.0,46.03514295509357
9,69,matching,0.0,0.0
9,69,switching,1.0,2.348273216016272
9,69,storage,99.0,44.093221418786435
9,70,matching,0.0,0.0
9,70,switching,0.0,0.0
9,70,storage,100.0,45.31926425032037
9,71,matching,0.0,0.0
9,71,switching,1.0,5.367695164618097
9,71,storage,99.0,47.735112791860765
9,72,matching,0.0,0.0
9,72,switching,2.0,6.94330571098832
9,72,storage,98.0,44.560547794550196
9,73,matching,0.0,0.0
9,73,switching,0.0,0.0
9,73,storage,100.0,44.153333438079734
9,74,matching,0.0,0.0
9,74,switching,1.0,5.479677061874127
9,74,storage,99.0,44.71536906620103
9,75,matching,0.0,0.0
9,75,switching,0.0,0.0
9,75,storage,100.0,47.360234685321444
9,76,matching,0.0,0.0
9,76,switching,1.0,7.256927351352907
9,76,storage,99.0,48.076566750794925
9,77,matching,0.0,0.0
9,77,switching,1.0,4.844013517383224
9,77,storage,99.0,45.8851852677177
9,78,matching,0.0,0.0
9,78,switching,0.0,0.0
9,78,storage,100.0,46.37713530385865
9,79,matching,0.0,0.0
9,79,switching,0.0,0.0
9,79,storage,100.0,44.202772867850875
9,80,matching,0.0,0.0
9,80,switching,1.0,4.44057530027764
9,80,storage,99.0,45.49027802323031
9,81,matching,0.0,0.0
9,81,switching,1.0,7.336075967925224
9,81,storage,99.0,46.33667240851613
9,82,matching,0.0,0.0
9,82,switching,1.0,4.505872921883405
9,82,storage,99.0,46.740080498913
9,83,matching,0.0,0.0
9,83,switching,1.0,6.179182077128825
9,83,storage,99.0,46.98709640931288
9,84,matching,1.0,6.279137612826862
9,84,switching,1.0,2.3435551135057855
9,84,storage,98.0,45.10756011685439
9,85,matching,1.0,6.3784606002390465
9,85,switching,0.0,0.0
9,85,storage,99.0,47.1217415390656
9,86,matching,0.0,0.0
9,86,switching,1.0,9.278748538831557
9,86,storage,99.0,46.956454718372726
9,87,matching,0.0,0.0
9,87,switching,1.0,5.628663528598201
9,87,storage,99.0,44.794953498581194
9,88,matching,0.0,0.0
9,88,switching,1.0,6.695385335424268
9,88,storage,99.0,44.84779945295892
9,89,matching,0.0,0.0
9,89,switching,0.0,0.0
9,89,storage,100.0,46.01848159377407
9,90,matching,1.0,7.48929462716068
9,90,switching,1.0,8.76891644829313
9,90,storage,98.0,46.62470439027396
9,91,matching,1.0,6.886364257758402
9,91,switching,0.0,0.0
9,91,storage,99.0,45.96514019971036
9,92,matching,1.0,8.084120364012211
9,92,switching,1.0,10.188084669890454
9,92,storage,98.0,46.40805088701058
9,93,matching,1.0,7.255948318162485
9,93,switching,1.0,5.694840574727159
9,93,storage,98.0,45.601667821884384
9,94,matching,0.0,0.0
9,94,switching,0.0,0.0
9,94,storage,100.0,48.31894667634331
9,95,matching,1.0,7.735187069843853
9,95,switching,0.0,0.0
9,95,storage,99.0,45.379684003509375
9,96,matching,0.0,0.0
9,96,switching,0.0,0.0
9,96,storage,100.0,47.268069200521204
9,97,matching,1.0,7.006262151726632
9,97,switching,0.0,0.0
9,97,storage,99.0,43.77579003648215
9,98,matching,0.0,0.0
9,98,switching,1.0,4.574434312431535
9,98,storage,99.0,45.54722615250244
9,99,matching,0.0,0.0
9,99,switching,1.0,8.851074218366927
9,99,storage,99.0,46.792233956136855
10,0,matching,35.0,20.59207921516209
10,0,switching,34.0,30.960470938316387
10,0,storage,31.0,44.48060916779902
10,1,matching,27.0,19.72229261532553
10,1,switching,34.0,35.54969053897817
10,1,storage,39.0,45.36569046362565
10,2,matching,6.0,15.170064881467754
10,2,switching,43.0,28.41220219626912
10,2,storage,51.0,45.785759570570924
10,3,matching,3.0,11.177091216481337
10,3,switching,32.0,23.478046844681145
10,3,storage,65.0,44.39976217329044
10,4,matching,0.0,0.0
10,4,switching,22.0,14.537972667013287
10,4,storage,78.0,45.85687935913713
10,5,matching,1.0,7.183058815388276
10,5,switching,4.0,4.128378999307615
10,5,storage,95.0,44.93127164709447
10,6,matching,0.0,0.0
10,6,switching,1.0,9.183340287740211
10,6,storage,99.0,46.147441667681605
10,7,matching,0.0,0.0
10,7,switching,1.0,9.092260713628093
10,7,storage,99.0,46.25273317033536
10,8,matching,2.0,6.999722689106563
10,8,switching,0.0,0.0
10,8,storage,98.0,45.12529944840887
10,9,matching,2.0,7.605410156722482
10,9,switching,2.0,4.916428568856623
10,9,storage,96.0,48.58221698719537
10,10,matching,1.0,7.24653926841404
10,10,switching,2.0,5.245074744247665
10,10,storage,97.0,46.017816120387664
10,11,matching,2.0,7.045047111212142
10,11,switching,1.0,5.678230318761086
10,11,storage,97.0,44.70450205924039
10,12,matching,0.0,0.0
10,12,switching,0.0,0.0
10,12,storage,100.0,46.3947344528541
10,13,matching,1.0,7.631611420633659
10,13,switching,1.0,4.054466342062476
10,13,storage,98.0,44.51985547355444
10,14,matching,0.0,0.0
10,14,switching,0.0,0.0
10,14,storage,100.0,46.82662005352384
10,15,matching,1.0,7.615357379664549
10,15,switching,0.0,0.0
10,15,storage,99.0,44.60692714114807
10,16,matching,1.0,7.2786392479850495
10,16,switching,0.0,0.0
10,16,storage,99.0,46.3827524550017
10,17,matching,0.0,0.0
10,17,switching,0.0,0.0
