i_simul,year,strategy,resources,n_ind,n_predator,n_dead
5,53,reversed,2.9401683543787054,157.0,760.7025980937029,1.0
5,53,storage,2.9401683543787054,114.0,760.7025980937029,1.0
5,54,matching,3.3855694300449453,87.0,268.11598525838934,1.0
5,54,alternate,3.3855694300449453,69.0,268.11598525838934,1.0
5,54,switching,3.3855694300449453,72.0,268.11598525838934,1.0
5,54,reversed,3.3855694300449453,158.0,268.11598525838934,1.0
5,54,storage,3.3855694300449453,114.0,268.11598525838934,1.0
5,55,matching,1.3005148113209613,87.0,111.60844500856697,24.0
5,55,alternate,1.3005148113209613,70.0,111.60844500856697,24.0
5,55,switching,1.3005148113209613,71.0,111.60844500856697,24.0
5,55,reversed,1.3005148113209613,158.0,111.60844500856697,24.0
5,55,storage,1.3005148113209613,114.0,111.60844500856697,24.0
5,56,matching,3.2240636985922593,81.0,81.51813372360564,1.0
5,56,alternate,3.2240636985922593,64.0,81.51813372360564,1.0
5,56,switching,3.2240636985922593,71.0,81.51813372360564,1.0
5,56,reversed,3.2240636985922593,171.0,81.51813372360564,1.0
5,56,storage,3.2240636985922593,113.0,81.51813372360564,1.0
5,57,matching,2.6809314176939267,81.0,465.3399385990672,1.0
5,57,alternate,2.6809314176939267,64.0,465.3399385990672,1.0
5,57,switching,2.6809314176939267,72.0,465.3399385990672,1.0
5,57,reversed,2.6809314176939267,171.0,465.3399385990672,1.0
5,57,storage,2.6809314176939267,112.0,465.3399385990672,1.0
5,58,matching,0.15980015707592266,82.0,97.11708743478496,500.0
5,58,alternate,0.15980015707592266,64.0,97.11708743478496,500.0
5,58,switching,0.15980015707592266,72.0,97.11708743478496,500.0
5,58,reversed,0.15980015707592266,171.0,97.11708743478496,500.0
5,58,storage,0.15980015707592266,111.0,97.11708743478496,500.0
5,59,matching,3.2695434296212613,69.0,19.463783150180014,1.0
5,59,alternate,3.2695434296212613,39.0,19.463783150180014,1.0
5,59,switching,3.2695434296212613,28.0,19.463783150180014,1.0
5,59,reversed,3.2695434296212613,189.0,19.463783150180014,1.0
5,59,storage,3.2695434296212613,175.0,19.463783150180014,1.0
5,60,matching,3.219121930294525,70.0,29.002478285505624,1.0
5,60,alternate,3.219121930294525,38.0,29.002478285505624,1.0
5,60,switching,3.219121930294525,28.0,29.002478285505624,1.0
5,60,reversed,3.219121930294525,189.0,29.002478285505624,1.0
5,60,storage,3.219121930294525,175.0,29.002478285505624,1.0
5,61,matching,1.9779811845080928,70.0,833.6319250703099,1.0
5,61,alternate,1.9779811845080928,38.0,833.6319250703099,1.0
5,61,switching,1.9779811845080928,28.0,833.6319250703099,1.0
5,61,reversed,1.9779811845080928,189.0,833.6319250703099,1.0
5,61,storage,1.9779811845080928,175.0,833.6319250703099,1.0
5,62,matching,3.7274799697624967,69.0,198.5647360891185,1.0
5,62,alternate,3.7274799697624967,38.0,198.5647360891185,1.0
5,62,switching,3.7274799697624967,28.0,198.5647360891185,1.0
5,62,reversed,3.7274799697624967,190.0,198.5647360891185,1.0
5,62,storage,3.7274799697624967,175.0,198.5647360891185,1.0
5,63,matching,2.420987060749002,68.0,184.39283816881206,1.0
5,63,alternate,2.420987060749002,38.0,184.39283816881206,1.0
5,63,switching,2.420987060749002,28.0,184.39283816881206,1.0
5,63,reversed,2.420987060749002,191.0,184.39283816881206,1.0
5,63,storage,2.420987060749002,175.0,184.39283816881206,1.0
5,64,matching,2.4745835874348225,68.0,469.68837316691975,1.0
5,64,alternate,2.4745835874348225,38.0,469.68837316691975,1.0
5,64,switching,2.4745835874348225,28.0,469.68837316691975,1.0
5,64,reversed,2.4745835874348225,191.0,469.68837316691975,1.0
5,64,storage,2.4745835874348225,175.0,469.68837316691975,1.0
5,65,matching,2.523376013251658,68.0,127.72058301743834,1.0
5,65,alternate,2.523376013251658,38.0,127.72058301743834,1.0
5,65,switching,2.523376013251658,28.0,127.72058301743834,1.0
5,65,reversed,2.523376013251658,191.0,127.72058301743834,1.0
5,65,storage,2.523376013251658,175.0,127.72058301743834,1.0
5,66,matching,2.000172414145018,67.0,63.50901502248359,1.0
5,66,alternate,2.000172414145018,39.0,63.50901502248359,1.0
